5009,4384,4391,4845.5,4903.5,4497.5,4429.5,4677.5,4618,4718,4578.5,3933,4619,4454.5,4435.5,4919.5,5127,5037,4326,4630,4539.5,4402.5,5443,5104,4537,4527,4499.5,4410.5,4126,4036,3898,3964,3961,4066,4483.5,4260,3678,3477,3649,4200.5,5359,5043,4808.5,4496,4588.5,610,600,812,988.5,983,1288.5,1787,1750,1952,2024.5,1965,2244,1974,1982,1866,2290,1965,2632.5,3959.5,3672,3515,2836.5,3013,2890,2808,2474,3101,2736,2731,2755.5,3333,3905.5,3566.5,3417.5,3568,3450,3251,3230,3382.5,3269,3115,3402.5,3440.5,3300.5,2850,3087.5,3123,3195,2911,3130,3210,3119.5,2731.5,3144,3464,3557.5,3530,3247,3210.5,3641,3888,3315,3547
4816,4377.5,4151,4514.5,4528.5,4319,4151,4261.5,3844,4444,4495,4451,4593,4325.5,4049,4635.5,5013,4724,4561.5,4414,4324,4593,5389.5,5365,4254,4437,4356,4167.5,3630,3387.5,2948,3303,3040.5,3781,3899,3886,3525.5,3682.5,3698,4099.5,4990.5,4557.5,4624,4543,4239,596,672.5,732.5,973,1071.5,1328.5,1726,1748.5,1830.5,1917.5,1929.5,2307,2129.5,1963.5,1826.5,2098,1674,2637,3804.5,3570,3017,3074.5,3344,3038.5,2784,3181,2430,2967,2868,2642,3629.5,3756.5,3543,3470.5,2996,3524.5,3629,3405.5,3223,3067.5,3118,2896.5,3135,3041,2660,2682.5,2805,2820.3,2944,2931,2857.5,2984,2564.5,3247,3376,3046,3417,3306.5,3229.5,3512,3609,3661,3455.5
5274,4593,4643.5,4486.5,4598,4404.5,4282,4411,4374,4767.5,4684,4612,4651,4591,4034.5,4634,5054.5,4876.5,4450,4423,4425,5026.5,5393.5,5086.5,4701.5,4690,4473,4087.5,3773,3749,3568,3334,3460.5,3653,4082.5,3977,3885,3930,3494,4011.5,4704.5,4270.5,4272,4086,4363.5,650,895.5,915,944,1156.5,1839,1805,1909,1959,2118.5,2079.5,2480,2400,2309.5,2174,2205,2451,3019.5,4057.5,3374,3241.5,3082,3616,3235.5,3376,2758,3142.5,2789.5,3162,2934.5,3954.5,4027.5,3539,3691,3334,3674,3771,3874.5,3861.5,3568,3423,3478.5,3983.5,3302.5,3295,3358.5,3465,3687.3,3605,3975.5,3981,3603.5,3453,3645.5,4016.5,4166,3966.5,3715,3959,4024,4330,4582.5,4600
5225,4567,4639.5,4688.5,4737,4247.5,4253,4596,4320,4806,4698,4827.5,4353,4528.5,3902,4649,4995.5,4746.5,4645,4643,4394.5,5179,5568,5361,4788.5,4648,4384.5,4174.5,4059.5,3818.5,3568.5,3569,3628,4104.5,4428.5,4163,3844,3910.5,3475,4021,4835,4403.5,4481.5,4378,4591,843,997.5,1052,1200,1195,1589.5,1896,1930,2004,2079.5,2219,2479,2570.5,2167.5,2254.5,2161,2293,3097,3590.5,3717,3264,3128.5,2931,3269.5,3331,3380,3310,2818.5,4010,2574.5,3987.5,4125,3759.5,3781,3539,3906,4019.5,4021.5,4038.5,3306,3614.5,3549.5,4155.5,3254,3380.5,3313.5,3634,3941,3884.5,4189,3925,3648,3376.5,3998,4076.5,4104.5,4190,3968,4016.5,3945,4661,4493,4520
4523,4422.5,4234,4583.5,4716.5,4554.5,4473,4433,4564,4522.5,4468.5,4212,4464,4352.5,4013.5,4738.5,5179.5,4967.5,4592.5,4455,4581.5,5152.5,5385.5,5113,4629,4448.5,4313.5,4447,4367.5,4078,3900.5,3878,3940,4277.5,4400.5,4427,4216,3983.5,3519,4306,4975.5,4637,4564.5,4618,4457,722,918,945,772,917,1243.5,1488,1558,1638,1685,1723.5,1915,1966,2048,1872,1829,1909,2229.5,2861.5,2655,2766.5,2519,2328,2758.5,2759.5,2891,2514,2659.5,2620,2232.5,3023,3496.5,2890.5,2813.5,2700,3019,3140.5,3208.5,2943.5,3072,2810.5,2781,3002.5,2834,2810,2807,2913,2861,2862.5,3123,3227.5,3005.5,2833.5,2999.5,3325.5,3292.5,3325.5,3249,3602.5,3322,3768,3741,3730
5234,4683,4654,4795.5,4882.5,4443,4558,4489,4516,4739,4857,4564,4457,4768,4128.5,4721.5,5176,4759.5,4807.5,4820,4391.5,5028.5,5527,5191,4785,4806,4471.5,3948.5,4040,4352.5,3553,3234,3530,4040,4443,4049.5,4023.5,3900,3474.5,4145,5038,4437,4274.5,4238,4420,875,920,930,976,1110,1554,1989.5,1721,1832.5,1957.5,2134,2327,2420.5,2211.5,2265,2521,2347.5,2762,4013.5,3203.5,3379.5,3278,3616,3107.5,3246,3239,2946,2679.5,2912.5,2982,3785.5,3937.5,3673,3683.5,3795,3809.5,3793.5,3658,3574.5,3552,3405,3451,4190.5,3593,3286,3417.5,3403,3590,3812,3882,3886.5,3650.5,3703.5,3821,4050,4145,3952.5,3806.5,3988.5,4236,4514.5,4639,4695
5011,4719,4432,4681,4898,4437,4439.5,4810,5034,4902,5174.5,4630,4764,4796.5,3773.5,4497,5057.5,5027,4932.5,4725,4697.5,4784,5337,5166.5,4488.5,4046.5,4071.5,4308,4533,3941.5,3645.5,3767,3650.5,4098,4431.5,4490,4021.5,3972,4109,4476.5,5114.5,4587.5,4503.5,4395,4610.5,769,991.5,1023,1285,1017,1663,1687,1754,1688,1637.5,1630,1962,1968.5,2142,1792.5,2016,1990,2232,3538.5,3182.5,2906,2939.5,3018,2914,3106,3295,2761,2515,2921,2805.5,3948.5,3803.5,3372,3178,3089,3496,3418.5,3526.5,3562.5,3003.5,2905.5,3274.5,3474,3250,2791,2781,3116,3090.3,3279,3552.5,3600.5,3240,3076.5,3700,3844,4173.5,3419.5,3351,3587.5,3924,4173,3983,4207.5
4516,4498.5,3966,4553.5,4845,4319.5,4359.5,4457.5,4400,4107.5,4442.5,4569,3467,4109,3766.5,4679,5171,4912.5,4563,4528,4131.5,5065,5319.5,4596.5,4544,4102,4233.5,4326.5,4226,4173,3762,3612,3535.5,3977.5,4392.5,3922.5,3224,3574,3284.5,4455.5,4813,4388.5,4501.5,4452,4529.5,770,978.5,900,968,877,1419.5,1441,1548,1533.5,1699.5,1705.5,1920,1739,1819.5,1901,1771,1924,2155.5,2957,2679,2642,2525.5,2860,2697.5,2766,3124,2786.5,2659.5,2599,2150,3085,3160.5,2808.5,2709.5,2962,3002,2785,3075,3228.5,2672,2727.5,2600.5,3658,2890,3050,2917,2947,3042.7,2371.5,3199.5,3232,2888.5,2485.5,2995,3580,3851,3087,3302,3446.5,3180,3549,3052,3497.5
4767,4312.5,4538,4871.5,4922,4311.5,4405.5,4289.5,4495,4661.5,3752.5,4089,4300,4474,4265.5,4757,4944,5047.5,4534.5,4308,4374.5,4352,5193,4066,4225,3865,4306,4109,3859,3669,3659.5,3815,3375,3463.5,3971,3935,3658,3768.5,3838,4323.5,4372.5,4467.5,4248,4477,4080.5,662,718,746,852,1101.5,1656,1773.5,1898.5,1895,1902.5,1932,2277,2176.5,1866,1746.5,2219,2114.5,2969.5,3629.5,3419.5,3290,3234,3133,3053,2807,2687,3222,2913,2663,2739,3821,4062,3209,3338.5,3434,3333,3503.5,3596.5,3607,3022.5,2787.5,3338.5,3403.5,2849,3116.5,3089.5,3235,3159.7,3249.5,3455,3238,3162,2901.5,3325,3811.5,4250,3367,3338.5,3832.5,3788,3734,3904.5,4109.5
5104,4766,4442,4860,5109.5,5011.5,4959.5,4834.5,5267,4956.5,5135.5,4531,4949,4948.5,4717,5140.5,5166,5331,5088,4923,4935.5,4752.5,5375.5,5583.5,4969.5,4521.5,4584,4383,4323.5,4249,3746.5,4338,3717.5,4663,4767.5,4644.5,3950.5,4302.5,4264,4654.5,4380,4977,5050,4317,4969,939,976,1145.5,1136,1010,1615,1472.5,1533.5,1542,1650.5,1628.5,1920,1754.5,1905,1698.5,1995,1883,2373,3555.5,2988.5,2833.5,2786.5,2554,2526,2557.5,2858,2505,2515,2593,2503,3712.5,3693,3158,3024,2787,3119,3163,3313.5,3097,2829,2717.5,3217.5,3718,2984,3048.5,3026.5,2997,2883,3170,3470,3409,3252,3100.5,3688,4047.5,4180.5,3625.5,3503,3583.5,3770,4045.5,4040,4054.5
4977,4279.5,4628.5,4693.5,4744,4263,4363,4509.5,4283,4718.5,4755,3992,4393,4664.5,3927.5,4813.5,5060,5053.5,4432,4485,4351,4510.5,5588,5455,4420.5,4373.5,4430,4426,4112,3916.5,3583,3618,3274.5,3911,4434,3950.5,3664.5,4123,3389,3982,4875.5,4385,4442,4262,4012.5,1156,1551,1234.5,1487,1197,1677.5,2042,1826.5,1613.5,1815.5,1626.5,1999,1805.5,1896,2115,2301,2165,2927,3105.5,2722.5,2362,2283.5,2311,2293.5,2265,2461.5,2471.5,2372,2329,2206,2859.5,3176.5,2742.5,2429.5,2558,2485.5,2510,2635.5,2589,2298,2450.5,2759.5,2869.5,2918,2575.5,2330,2361,2434.3,2495,2667.5,2721.5,2535.5,2585,3098.5,3182.5,3294,2993,3007,2998.5,2215,3212,3238,3407
4745,4274,4168.5,4412.5,5151.5,4083,4147.5,4351,3886,4532.5,4453.5,4057,4539,4159.5,3949,4473.5,4657,4813,4221,4330,4329,4041,5182,4513,4159,4149,4042.5,4314,4291,3408.5,3695.5,3581,3416,3604.5,4201.5,3607,3474,3829.5,3446,4031,4699,4472.5,4513.5,4376,4103.5,774,843.5,878,1144.5,956,1609.5,1887,1713,1654,1880.5,1964,2332,1818,1816.5,2180,2314,2119.5,2676.5,3281,3079,2645,2472.5,2530,2447,2504,1954,2092,2679,2298,2369,3192,3471.5,2837,2999,2548,2942.5,2827.5,3104.5,2488.5,2819.5,2472.5,2522.5,3421,3179,2990.5,2408,2518,2970,2457.5,3315.5,3248.5,2669.5,2721.5,3021.5,3489.5,3153,3220.5,2937,3213,3322,3724.5,3494,3810.5
4523,4250.5,3646.5,4073.5,4170,4059.5,3865,3920,3942,4070.5,3852.5,4419,4241,4112,3764,4331.5,4491.5,4076,3925.5,3837,3971,4426,5172,4234,4208.5,4034.5,4146.5,3964,3636.5,3388,3230,3761,3558.5,3630.5,4101.5,3661,3644,3421,3417.5,3746.5,4167,4126,4156,3833,4058,784,948,1227,1097,970,1170,1519,1581,2069.5,1897.5,1860.5,2377,2099,2079,2183,2006,2048,2166,3006.5,2837.5,2777,2678,2635,2805.5,3017,3122.5,2898.5,2678,2503,2451,3226.5,3529.5,3378,3111.5,2861,3196,3221.5,3510.5,3605,2914,2865,2852.5,3317.5,3005.5,2771,2852,3357,3384.3,3337.5,3621,3333,2955,2877,3007,3428.5,3462,3263.5,3407,3512,3597,4010,4020,3648
4613,4056,4132,4411,4507,4088.5,4062,4137.5,3932,4134,4364,3738,4593,4266,4212,4389,4834,4497.5,4111,4361,4235,4271.5,5072,4709,3947.5,3912,4023.5,4161,3498.5,3326,3170.5,3354,3082.5,3364.5,3572,3734,3333,3542.5,3257,4024.5,3910,4125,3978.5,3871,3714.5,702,666,613.5,952.5,968.5,1361,1556,1490.5,1541,1551,1547.5,2083,1902.5,1903.5,1772,2088,1788,2426.5,3007,3003,2661,2236,2380,2059.5,2238.5,1917,2379,2006,2048,2253.5,2706.5,3258.5,2751.5,2516.5,2625,2497.5,2505,2874.5,2634,2164,2207.5,2533.5,2703,2209,2286.5,2246,2260,2372,2187.5,2587,2567,2233.5,2132,2692,2776.5,2729,2826,2485,2914.5,2953,3079,3186.5,3377.5
4422,3999.5,4561,4838.5,4368,4246.5,4355,4358,3936,4330,4066.5,3901,3800,4347.5,4480.5,5096,5318.5,4861.5,4606.5,4266,4170,3658.5,5005,4239,4100,3700,4335,4046,3707.5,3467,3481,3274,3218,3283,3757,3617,3544,3680.5,3882,4590.5,4285.5,4245.5,4261.5,3799,3939,656,884.5,882,1072,1494,2254,2226.5,1741,1945,1930,1757,2289,1852,1567,1882,2696,2757,3655,3347,3448.5,3176,2784,2878,2722,2381,2841,2933,2934,2450,2459.5,3855.5,3934.5,3564,3161,3128,3462.5,2862,2941,2363,3350.5,3024,3293.5,3284,2928,2810,2361.5,2930,3083,2523.5,3091.5,2587.5,2775,3043.5,4107.5,4151.5,3797,3584.5,3134.5,3378,3691,3114,3462,3933
4355,4243,4029,4634.5,4763.5,4169,4020.5,4321.5,4217,4226,3952.5,3801,3877,4142.5,3626.5,4649,5124,4830.5,4428.5,4370,4186,4586.5,5191.5,4414.5,4226.5,3785,4107.5,4323.5,4030.5,3940,3670.5,3964,3492,3784.5,3793.5,3925,3463,3919.5,3867,4081.5,5092.5,4529.5,4671.5,4577,4033,850,746,1009.5,1257.5,763,1204.5,1573,1635,2236.5,1783,1743.5,2095,1767,1602,1805.5,2014,1834,2556.5,3666.5,3518,3151.5,2857,2536,2598.5,2457,2968,2540,2307,2731,2587.5,3868,3625.5,3356,3207,3185,3121.5,2838,3001.5,3022,2833.5,2761.5,3035.5,3725,2997.5,2976,2729.5,2794,3026,2711,3070,3031,2798,2599,3111,3506.5,3607.5,3678,3241,3499,3348,3488,3870,2914.5
4131,3695,4267,4810,4543.5,4235,4035.5,4299.5,3800,4251,4305.5,3905,4328,4127,4113.5,4777,4791.5,4698.5,3995.5,4404,4233.5,4451,5031,4449,4096.5,3808.5,4357.5,4183,3554,3866.5,3465,3396,3309.5,3565,3665.5,3741.5,3393.5,3864,3469,4398.5,4245.5,4231.5,4331,3771,4077.5,734,907.5,1033.5,1085,1250,1950,2041.5,1800,1622,1736.5,1550,1862,1808.5,1592.5,2127.5,2509,2449.5,3484.5,3746,2699.5,2765,2537,2117,2208,2113.5,2286,2173,2235,2359,2447,3215.5,3495,2841,2648,2889,2404.5,2312,2818.5,2964,2352,2507.5,2825,2941,2331,2351,2224,2463,2420,2467,2481.5,2553.5,2468.5,2592,3034,3200,3319.5,2904.5,2843.5,3126,3084,3253.5,3386.5,3203
4568,4583.5,4587.5,5066,4796.5,4882.5,4752.5,4837.5,4766,4982.5,4868.5,4702,4680,4455,4351,5070.5,5437,4973,4833,4578,4657,5220,5292.5,5287.5,5015.5,4797.5,4699.5,4369,4520.5,4268.5,3796.5,3670,4022,4386.5,4882,4632,4512.5,4391,3888.5,4367,5158.5,4535,4663.5,4593,4568,1017,811,965,898,987.5,1390,1737,1743.5,1774.5,1956,1943.5,2444,2144.5,2216.5,2116.5,2250,2000.5,2426,3556,3162.5,2910,2934,3237,3232,3006.5,3337,2886,2946,2951,2641,3443.5,3735,3568.5,3214.5,3233,3473,3472,3641,3665.5,3399,3341,3381.5,3740.5,3334.5,3238,3168.5,3124,3393.7,3472,3708,3569.5,3282,3297,3502,3847,3658,3553.5,3715,3628.5,3802,4033,4321.5,4166
4767,4004.5,3893.5,4678,4463.5,4647,4040.5,4301.5,3890,3299,4453.5,4089,3003,3899.5,4076.5,4504.5,4933,4411,4132,4409,4346,3345,4823.5,4262,3923.5,4147,3979.5,4347,3689,3999.5,3315.5,3581,3304.5,3376,3594.5,3477.5,2946,3671.5,3165,4113,5181,4335.5,4467,3847,3823.5,630,654,775.5,1119,1053,1362,1513,1638.5,1834.5,1821,1504.5,2140,1786.5,1213.5,1474,2029,1807.5,1987,3429,3061.5,3022,2981,2707,2474.5,2361,2770,2153,2250,2298,2502.5,3432,3602,3484.5,3224.5,2868,2533,2539,3055.5,3051.5,2013.5,2942.5,3077.5,4101,3290.5,2897,2819.5,2684,3160,2786.5,2453,3117,2614.5,2796.5,2815.5,3622.5,3008.5,3339.5,2983,3313,3134,2784.5,3019,3347.5
4816,4152.5,3938.5,4539.5,4514.5,4270.5,3898,4065.5,4477,3948.5,4175.5,3298,4619,4365,4326.5,4501,4939,4569,4146,4361,3966.5,3929,4846,4183.5,3976,3968,4320,4188,3324,3687,3796,3393,3451,3961,3893,3992.5,3431.5,3405,3257,3986,3914.5,4487,4315,3916,3619,657,673.5,860.5,974.5,944,1308.5,1573.5,1616.5,1574,1539.5,1432,1837,1457.5,1468.5,1520.5,2098,1674,2423,3190,3008,2527,2274,2403,2403.5,1883.5,2395,1887,2011,2135,2170,3103,3228.5,2176,2338.5,2137,3026,2523.5,3508,3025.5,2460.5,2327,2716,3274,2752,2761.5,2298.5,2281,2333.7,3027.5,2787.5,2824,2319,2577.5,2947.5,2826.5,3180.5,2983,2784.5,3151.5,3169,3579,3082,3547
4099,3813,4057,4419,4424,4162.5,3975.5,4114.5,4075,4347,4536.5,4211,4375,4063.5,4111.5,4564,4643.5,4570,4184,4244,4219.5,4494,5023,4957.5,4415.5,4291.5,4176.5,3978,3281,3476.5,3226,3230,3127,3485,3819,3736,3537,3628,3714,4132,4195,4216.5,4058.5,3928,4054,841,881.5,954.5,978.5,902,1239,1685,1819.5,1713,1747,1623.5,1749,1813,1936,1968.5,2173,1805,2620,3450,3099.5,2799.5,2689.5,2732,2801.5,2618.5,2716,2591,2313,2293,2508,3101,3369,2946,2650.5,2591,2772,2927.5,3194,2919,2633,2627,2563.5,2834,2484.5,2311.5,2089,2169,2529.3,2400.5,2761,2657.5,2454,2445,2687,3189,3086.5,2905.5,2768.5,3018,3040,3397,3408.5,3287
4131,3785.5,4013.5,4524,4493,4204,3936,4249,4226,4280.5,4485.5,4219,4328,4054.5,4103.5,4700.5,4672,4562.5,4561.5,4336,4290,4426.5,5008,4968,4619.5,4261.5,4399,3882,3772.5,3640.5,3370,3162,3386.5,3631.5,3964,3705.5,3316,3468.5,3469,3972,4086,4031,4202.5,4142,3995.5,831,681.5,915,1017,1250,1522,1800.5,1875,1602.5,1750.5,1716,1841,1820,1851,2022.5,2126,1788,2510,3525,3374.5,2782.5,2697,2545,2557.5,2262.5,2870,2305,2688,2599,2340,3258.5,2958,2823,2747,2388,2850.5,2936,2998,3083,2200.5,2581,2989.5,2752.5,2578,2440.5,2479.5,2540,2407.3,2462.5,2652,2694.5,2588,2350.5,2642.5,3218,3060.5,3038.5,2883,3099.5,2954,3129.5,3271,3298
4487,4092,4385,4881,4759.5,4458,4421.5,4623,4352,4866.5,4000.5,3367,4031,3640,4042,4687,4973.5,4869,4359,4767,3853,4777.5,5623,4800,4575,3823,4012.5,4161,4321.5,4108.5,3801.5,3258,3714,3861.5,3477,3916.5,3376,3706.5,3239,3692,5162.5,4589.5,4537.5,4653,4369,1478,1674,1654.5,1898,1469,2597.5,3211,2511.5,2152.5,2067.5,1952.5,2102,2117,1851.5,2022,2463,2383.5,2903,3416,3533.5,2879,2719.5,2660,2526,2443.5,2567,2611,2195,2206,2233,3574.5,3350,3051,2704.5,2604,2605.5,2656.5,2750.5,2593.5,2246,2355,2750.5,3396,3296.5,2921,2582.5,2318,2801.7,2577,2746.5,2808,2563.5,2570.5,2900,3634,3836.5,3528.5,3306.5,3209,3035,3320,3474,3614.5
5234,4534.5,4550.5,4664.5,4711,4464.5,4214,4314.5,4453,4552.5,4489,4153,4401,4433,3959,4620.5,5329.5,5008.5,4401.5,4339,4370.5,4896,5126.5,4709,4332,4375,4144,4095.5,3985.5,3548.5,3553.5,3205,3356.5,3562,3997.5,4070.5,4048,3649,3599.5,4198,5001.5,4119.5,4014.5,3879,4154.5,986,1031.5,1104,1118,1360.5,1776.5,2124.5,1956.5,2125,2310,2197.5,2602,2613,2253,2130,2793,2251,3135.5,3941.5,3574.5,3204.5,3324,3373,3475.5,3449.5,3267.5,3058,3358.5,3024,2891,4181.5,4232,3798.5,3619,3795,4005,3918.5,3658.5,3989,3533,3340,3515.5,3867.5,3345,3432,3470.5,3443,3944.7,3771,4256.5,4003,3739.5,3563,3906,4117.5,4345.5,3583,3960,3884,4115,4433.5,4635.5,4643.5
4407,4262,3924,4446,4274.5,4211,4027,4225,3876,4092,3961,4381,4038,4054.5,3683,4716.5,4751.5,4273,4398.5,4230,4018,4483,4824,4347.5,4231.5,4050,4035.5,3793,3592,3836.5,3190.5,3087,3436.5,3626,3688,3690.5,3538,3380,3331.5,3998.5,4357.5,4058,4341,4336,3818.5,722,956,1087.5,951,955.5,1460.5,1672,1811.5,1795,1951.5,1871,2386,2007,2429,1953.5,2042,2133.5,2454.5,3465.5,3396,3053,2953.5,2635,3072.5,2995.5,3473,2882.5,2816,3007,2795.5,3584.5,3298.5,3131.5,3191.5,2861,3384,3232.5,3343.5,3387,3197.5,3066.5,3110,3162,3040,2901,2995.5,2931,3059.7,3325.5,3624,3070.5,3159,2963,3234,3617,3658,3288,3432.5,3515,3582,4031,4113.5,3856.5
5009,3291.5,3617.5,4648,4689.5,4545,3927,3893,3602,3830,4147,4451,3981,3931,3992,4370,4929,4780.5,4543.5,4336,4326,4377.5,4703,4480.5,2880,4207.5,4361.5,4142.5,3718,3457,3185.5,3303,2758.5,3061,3605,3629.5,2986,3409,3667,4043,5229,4547,4303,4543,3728,613,1005,1050.5,1316.5,1022.5,1386.5,2048.5,1952.5,2062.5,1917.5,1852,2133,2249.5,1641.5,1688.5,1962,1410,2453,4033,3768.5,3187,3224.5,2975,2497.5,2366.5,1929,2368,2506,2868,2510.5,4077,4272,3776,3459,3031,3167.5,2842.5,3368.5,2558.5,2257,2873,3276,3551.5,3153.5,3007,2678,2647,2504,3006,2021.5,2876.5,2999,2238,2841.5,3608,3448,3262,3322,2822,2715,3114,2539,3159
4395,3933.5,4156,4783,4827.5,4589.5,4195,4318,4495,3830.5,3138.5,2902,2887,4337,4265.5,4927.5,5049,5025,4317,3987,3828,3721,4487.5,4224,3681.5,3440.5,4404.5,4068.5,4043,3679.5,3469.5,3573,3403.5,3086.5,2999.5,3580,3112.5,3750,2941,3968.5,4526,4037.5,4259,4411,3884.5,409,659.5,572,966.5,841.5,1281,1566.5,1752,1837.5,1846,1745,2045,1764,1352.5,1534.5,2133,2007,3032.5,3439,3334,3098.5,2802,2484,2720,2171.5,2687,2160,2172,2298,2741.5,3922.5,3792.5,3341,3037,3162,3091.5,2633.5,2916,2482.5,2490,2807.5,3123.5,3860.5,3054.5,2828,2913.5,2576,2308.7,2182,2615,2570.5,2652.5,2629,3207,3675,3954,3414,3287.5,3249.5,3640,3734,3895.5,2976.5
5048,4925,4256.5,4798.5,4790.5,4593.5,4470.5,4625,4612,4871.5,4922.5,4527,4761,4795,4523,4784,5283.5,4931.5,4543.5,4678,4631,4717.5,5645.5,5150.5,4671.5,4583,4499,4477,4083.5,4198.5,3735.5,3735,3696.5,4046.5,4622.5,4274.5,3464.5,3896,3729,4228,5281,4610,4767.5,4633,4488.5,1604,2016.5,1704.5,2580.5,1679,1963.5,2100,1977,1964.5,2370.5,2110,2710,2685,2063.5,2004,2304,1904,2595.5,3294,2690.5,2886.5,2611.5,3443,2797.5,2579.5,2643,2848,2677,2719,2610,2994,3458,2738.5,2743,2686,2892,2870,3242.5,3070,2384,2481.5,2481.5,2914,3203,2619,3043,3313,2959,3017.5,3443.5,3081,2998.5,2696.5,2555.5,3393,3591,2970,2911.5,3326.5,3241,3323,3251,3653
